original_claim,negation_claim,more_specific_claim,less_specific_claim,original_baseline,negation_baseline,more_specific_baseline,less_specific_baseline,original_baseline_scores,negation_baseline_scores,more_specific_baseline_scores,less_specific_baseline_scores
The transition from the Bronze Age to the Iron Age was accelerated by the collapse of several ancient civilizations around 1200 BCE.,The transition from the Bronze Age to the Iron Age was not accelerated by the collapse of several ancient civilizations around 1200 BCE.,"The transition from the Bronze Age to the Iron Age was accelerated by the collapse of several ancient civilizations, including the Hittites and Mycenaeans, around 1200 BCE.",The transition from the Bronze Age to the Iron Age was influenced by the collapse of some ancient civilizations.,0.51,0.49399999999999994,0.732,0.71,"[0.3, 0.45, 0.5, 0.73, 0.57]","[0.83, 0.0, 0.4, 0.82, 0.42]","[0.46, 0.75, 0.75, 0.8, 0.9]","[0.7, 0.75, 0.8, 0.55, 0.75]"
The Great Wall of China was primarily built to protect the Chinese states and empires against the raids and invasions of the various nomadic groups of the Eurasian Steppe.,The Great Wall of China was not primarily built to protect the Chinese states and empires against the raids and invasions of the various nomadic groups of the Eurasian Steppe.,The Great Wall of China was primarily built to protect the Chinese states and empires against the raids and invasions of the various nomadic groups of the Eurasian Steppe during the Ming Dynasty.,The Great Wall of China was built to protect against invasions from various groups.,0.27599999999999997,0.44000000000000006,0.426,0.1,"[0.63, 0.3, 0.0, 0.0, 0.45]","[0.0, 0.5, 0.7, 0.5, 0.5]","[0.85, 0.5, 0.0, 0.43, 0.35]","[0.0, 0.5, 0.0, 0.0, 0.0]"
There is a currently undiscovered fundamental particle that mediates dark matter interactions in a way akin to how photons mediate electromagnetic interactions.,There is not a currently undiscovered fundamental particle that mediates dark matter interactions in a way akin to how photons mediate electromagnetic interactions.,"There is a currently undiscovered fundamental particle that mediates dark matter interactions in a way akin to how photons mediate electromagnetic interactions, and it has a mass between 10 GeV and 100 GeV.",There is a currently undiscovered fundamental particle that mediates interactions in a way akin to how photons mediate electromagnetic interactions.,0.264,0.6140000000000001,0.38,0.8300000000000001,"[0.5, 0.32, 0.0, 0.0, 0.5]","[0.86, 0.0, 0.75, 0.66, 0.8]","[0.5, 0.7, 0.4, 0.3, 0.0]","[1.0, 0.85, 0.5, 0.8, 1.0]"
There is a universal common ancestor for all life on Earth that originated in thermal vent systems in the ocean.,There is not a universal common ancestor for all life on Earth that originated in thermal vent systems in the ocean.,There is a universal common ancestor for all life on Earth that originated specifically in hydrothermal vent systems at a depth of at least 2000 meters in the ocean.,There is a common ancestor for many forms of life on Earth.,0.5,0.47000000000000003,0.45200000000000007,0.22400000000000003,"[0.75, 0.0, 0.0, 0.75, 1.0]","[0.5, 0.0, 0.5, 0.5, 0.85]","[0.5, 0.66, 0.6, 0.0, 0.5]","[0.0, 0.75, 0.37, 0.0, 0.0]"
Eating a diet high in antioxidants significantly reduces the risk of developing cardiovascular disease in individuals with no pre-existing health conditions.,Eating a diet high in antioxidants does not significantly reduce the risk of developing cardiovascular disease in individuals with no pre-existing health conditions.,Eating a diet high in antioxidants significantly reduces the risk of developing cardiovascular disease in individuals with no pre-existing health conditions and who engage in regular physical exercise.,Eating a diet high in antioxidants reduces the risk of developing cardiovascular disease.,0.376,0.352,0.5900000000000001,0.6040000000000001,"[0.48, 0.6, 0.0, 0.0, 0.8]","[0.5, 0.0, 0.8, 0.46, 0.0]","[0.8, 0.65, 0.0, 0.75, 0.75]","[0.7, 0.7, 0.8, 0.33, 0.49]"
There exists at least one form of extraterrestrial microbial life in our solar system beyond Earth.,There does not exist any form of extraterrestrial microbial life in our solar system beyond Earth.,There exists at least one form of extraterrestrial microbial life in our solar system beyond Earth that is capable of surviving in extreme environments.,There exists microbial life in our solar system.,0.67,0.5860000000000001,0.418,0.602,"[0.6, 0.4, 1.0, 0.7, 0.65]","[0.3, 0.5, 0.73, 0.75, 0.65]","[0.46, 0.5, 0.6, 0.53, 0.0]","[0.3, 1.0, 0.48, 0.73, 0.5]"
There are undiscovered species of deep-sea cephalopods larger than the giant squid.,There are no undiscovered species of deep-sea cephalopods larger than the giant squid.,"There are undiscovered species of deep-sea cephalopods larger than the giant squid that inhabit depths greater than 3,000 meters.",There are undiscovered species of deep-sea cephalopods.,0.38,0.5900000000000001,0.42000000000000004,0.4,"[0.5, 0.4, 0.2, 0.0, 0.8]","[0.5, 1.0, 0.7, 0.75, 0.0]","[0.3, 0.5, 0.8, 0.5, 0.0]","[0.5, 0.0, 0.75, 0.5, 0.25]"
There is a genetic component to artistic talent.,There is not a genetic component to artistic talent.,There is a significant genetic component to exceptional artistic talent.,There is a genetic component to talent.,0.606,0.434,0.43000000000000005,0.45999999999999996,"[0.8, 0.35, 0.75, 0.38, 0.75]","[0.5, 0.8, 0.0, 0.44, 0.43]","[0.0, 0.6, 0.75, 0.8, 0.0]","[0.35, 0.0, 0.75, 0.7, 0.5]"
Water bears (Tardigrades) can survive in the vacuum of space for up to 10 days.,Water bears (Tardigrades) cannot survive in the vacuum of space for up to 10 days.,Water bears (Tardigrades) can survive in the vacuum of space for up to 10 days with exposure to extreme radiation.,Water bears (Tardigrades) can survive in the vacuum of space.,0.7,0.368,0.694,0.694,"[0.5, 0.7, 0.5, 0.8, 1.0]","[0.5, 0.0, 0.49, 0.0, 0.85]","[0.4, 0.57, 0.8, 0.7, 1.0]","[0.75, 1.0, 0.32, 1.0, 0.4]"
There is at least one Earth-like planet within 20 light years of Earth.,There is no Earth-like planet within 20 light years of Earth.,There is at least one Earth-like planet within 10 light years of Earth.,There is at least one Earth-like planet.,0.36,0.5800000000000001,0.42400000000000004,0.658,"[0.5, 0.45, 0.0, 0.0, 0.85]","[0.73, 0.5, 0.7, 0.44, 0.53]","[0.8, 0.0, 0.4, 0.42, 0.5]","[1.0, 0.34, 0.75, 0.5, 0.7]"
There exists a moderate correlation between high sugar intake and the development of type 2 diabetes in adults.,There does not exist a moderate correlation between high sugar intake and the development of type 2 diabetes in adults.,There exists a moderate correlation between high sugar intake and the development of type 2 diabetes in adults aged 30 to 50.,There exists a correlation between sugar intake and the development of type 2 diabetes.,0.612,0.26799999999999996,0.38,0.48999999999999994,"[0.5, 0.96, 0.5, 0.6, 0.5]","[0.0, 0.44, 0.3, 0.6, 0.0]","[0.85, 0.0, 0.0, 0.6, 0.45]","[0.5, 0.4, 0.65, 0.5, 0.4]"
The mass extinction during the Permian period was primarily caused by massive volcanic eruptions.,The mass extinction during the Permian period was not primarily caused by massive volcanic eruptions.,The mass extinction during the Permian period was primarily caused by massive volcanic eruptions that released over 1 million cubic kilometers of lava.,The mass extinction during the Permian period was caused by volcanic activity.,0.62,0.2,0.476,0.37,"[1.0, 0.6, 0.6, 0.4, 0.5]","[0.0, 0.5, 0.0, 0.0, 0.5]","[0.5, 0.88, 0.0, 0.5, 0.5]","[0.0, 0.0, 0.6, 0.5, 0.75]"
Some types of dietary fiber improve gut microbiota diversity.,Some types of dietary fiber do not improve gut microbiota diversity.,Certain types of soluble dietary fiber improve gut microbiota diversity in individuals with a high-fiber diet.,Some types of dietary fiber affect gut microbiota.,0.44000000000000006,0.53,0.612,0.26,"[0.3, 0.0, 0.6, 0.8, 0.5]","[0.0, 0.4, 0.75, 0.75, 0.75]","[0.8, 0.8, 0.46, 0.25, 0.75]","[0.9, 0.0, 0.0, 0.4, 0.0]"
Moderate physical activity positively impacts cognitive function in older adults.,Moderate physical activity does not positively impact cognitive function in older adults.,Moderate physical activity positively impacts cognitive function in older adults aged 65 and above.,Physical activity positively impacts cognitive function.,0.746,0.376,0.3,0.53,"[0.5, 0.83, 1.0, 0.5, 0.9]","[0.5, 0.5, 0.45, 0.43, 0.0]","[0.0, 0.5, 0.5, 0.0, 0.5]","[0.0, 0.6, 0.5, 0.55, 1.0]"
Cleopatra VII was a natural redhead.,Cleopatra VII was not a natural redhead.,Cleopatra VII was a natural redhead with distinct auburn hair.,Cleopatra VII had red hair.,0.58,0.5479999999999999,0.31,0.76,"[0.7, 0.3, 0.8, 0.35, 0.75]","[0.4, 0.75, 0.0, 0.99, 0.6]","[0.5, 0.0, 0.4, 0.0, 0.65]","[0.7, 0.5, 0.75, 1.0, 0.85]"
The Great Pyramid of Giza contains a secret chamber that has not yet been discovered by historians and archaeologists.,The Great Pyramid of Giza does not contain a secret chamber that has not yet been discovered by historians and archaeologists.,"The Great Pyramid of Giza contains a secret chamber that has not yet been discovered by historians and archaeologists, and it is located at least 50 meters below the surface.",The Great Pyramid of Giza contains a chamber that has not yet been discovered.,0.6799999999999999,0.45,0.24,0.458,"[0.75, 0.75, 0.75, 0.4, 0.75]","[0.5, 0.0, 0.0, 0.75, 1.0]","[0.0, 0.7, 0.0, 0.0, 0.5]","[0.35, 0.64, 0.5, 0.8, 0.0]"
Twins have a higher threshold for pain compared to non-twins.,Twins do not have a higher threshold for pain compared to non-twins.,Identical twins have a higher threshold for pain compared to non-twin siblings.,Twins have a different threshold for pain compared to non-twins.,0.348,0.64,0.52,0.492,"[0.49, 0.42, 0.33, 0.5, 0.0]","[0.99, 0.5, 0.46, 0.4, 0.85]","[0.64, 0.75, 0.36, 0.35, 0.5]","[0.5, 0.37, 0.5, 0.49, 0.6]"
Dolphins have a structured language as complex as human languages.,Dolphins do not have a structured language as complex as human languages.,"Dolphins have a structured language as complex as human languages, with a vocabulary of at least 100 distinct sounds.",Dolphins have a structured language.,0.518,0.5640000000000001,0.5,0.6199999999999999,"[0.3, 0.2, 0.5, 0.99, 0.6]","[0.5, 0.33, 0.44, 0.75, 0.8]","[0.6, 0.8, 0.6, 0.0, 0.5]","[0.75, 0.5, 0.55, 0.6, 0.7]"
"There is currently undiscovered life on Europa, one of Jupiter's moons.","There is not currently undiscovered life on Europa, one of Jupiter's moons.","There is currently undiscovered complex multicellular life on Europa, one of Jupiter's moons.","There is currently life on Europa, one of Jupiter's moons.",0.5740000000000001,0.6639999999999999,0.49399999999999994,0.49000000000000005,"[0.75, 0.5, 0.5, 0.37, 0.75]","[0.7, 0.73, 0.99, 0.6, 0.3]","[0.5, 0.47, 0.0, 1.0, 0.5]","[0.6, 0.5, 0.3, 0.5, 0.55]"
Dolphins use individual names to identify each other.,Dolphins do not use individual names to identify each other.,Dolphins use unique individual names to identify each other in specific social groups.,Dolphins use sounds to communicate with each other.,0.526,0.688,0.352,0.602,"[0.0, 0.63, 0.85, 0.4, 0.75]","[0.6, 0.4, 0.82, 0.82, 0.8]","[0.0, 0.4, 0.5, 0.5, 0.36]","[0.7, 0.76, 0.0, 0.75, 0.8]"
Most people in the world live in urban areas.,Most people in the world do not live in urban areas.,Most people in the world live in urban areas with populations exceeding one million.,Many people in the world live in urban areas.,0.24,0.47000000000000003,0.5159999999999999,0.284,"[0.0, 0.0, 0.7, 0.5, 0.0]","[0.6, 0.5, 0.5, 0.75, 0.0]","[0.7, 0.85, 0.43, 0.6, 0.0]","[0.42, 0.0, 0.5, 0.5, 0.0]"
Most adults in the United States own a smartphone.,Most adults in the United States do not own a smartphone.,Most adults in the United States own a smartphone that is capable of accessing the internet.,Most adults in the United States own a phone.,0.5740000000000001,0.36000000000000004,0.65,0.3,"[0.0, 0.7, 0.75, 1.0, 0.42]","[0.0, 0.6, 0.5, 0.35, 0.35]","[0.75, 0.5, 0.75, 0.5, 0.75]","[0.3, 0.5, 0.0, 0.0, 0.7]"
Venus hosts a form of microbial life within its atmosphere.,Venus does not host a form of microbial life within its atmosphere.,Venus hosts a specific form of microbial life that thrives in the upper atmosphere at temperatures between 20 to 30 degrees Celsius.,Venus hosts some form of life within its atmosphere.,0.41,0.48,0.43,0.5299999999999999,"[0.0, 0.35, 0.5, 0.5, 0.7]","[0.0, 0.8, 0.5, 0.6, 0.5]","[0.5, 0.46, 0.87, 0.0, 0.32]","[0.5, 0.2, 0.6, 0.65, 0.7]"
There is a previously undiscovered species of large mammal living in the depths of the Amazon rainforest.,There is not a previously undiscovered species of large mammal living in the depths of the Amazon rainforest.,"There is a previously undiscovered species of large mammal, specifically a type of primate, living in the depths of the Amazon rainforest.",There is a previously undiscovered species of mammal living in the Amazon rainforest.,0.584,0.45999999999999996,0.52,0.692,"[0.5, 0.5, 0.62, 0.5, 0.8]","[0.4, 0.5, 0.3, 0.5, 0.6]","[0.7, 0.5, 0.4, 0.5, 0.5]","[0.5, 0.88, 0.78, 0.75, 0.55]"
The Higgs boson is not the only mechanism that gives particles mass.,The Higgs boson is the only mechanism that gives particles mass.,"The Higgs boson is not the only mechanism that gives fundamental particles mass, as there are at least two other theoretical mechanisms proposed in advanced particle physics.",There are mechanisms that give particles mass.,0.7360000000000001,0.484,0.564,0.32999999999999996,"[0.8, 0.56, 0.75, 0.87, 0.7]","[0.7, 0.5, 0.4, 0.5, 0.32]","[0.99, 0.3, 0.5, 0.55, 0.48]","[0.75, 0.0, 0.4, 0.5, 0.0]"
Most of the water on Mars is contained within its polar ice caps.,Most of the water on Mars is not contained within its polar ice caps.,Almost all of the water on Mars is contained within its polar ice caps.,Some of the water on Mars is contained within its polar ice caps.,0.45600000000000007,0.5,0.24,0.6759999999999999,"[0.38, 0.0, 0.6, 0.5, 0.8]","[0.5, 0.3, 0.9, 0.5, 0.3]","[0.4, 0.0, 0.5, 0.3, 0.0]","[0.7, 0.6, 0.93, 0.4, 0.75]"
"In the Milky Way Galaxy, there exists an advanced alien civilization capable of interstellar communication.","In the Milky Way Galaxy, there does not exist an advanced alien civilization capable of interstellar communication.","In the Milky Way Galaxy, there exists an advanced alien civilization capable of interstellar communication that has developed technology far beyond human capabilities.","In the Milky Way Galaxy, there exists an alien civilization capable of communication.",0.282,0.4640000000000001,0.646,0.64,"[0.5, 0.0, 0.0, 0.69, 0.22]","[0.0, 0.3, 0.77, 0.7, 0.55]","[0.6, 1.0, 0.63, 0.5, 0.5]","[0.9, 0.7, 0.5, 0.6, 0.5]"
Humans will discover evidence of microbial life on Mars.,Humans will not discover evidence of microbial life on Mars.,Humans will discover definitive evidence of complex microbial life on Mars.,Humans will discover evidence of life on Mars.,0.5860000000000001,0.35,0.61,0.372,"[0.5, 0.3, 0.75, 0.78, 0.6]","[0.5, 0.25, 0.5, 0.5, 0.0]","[0.9, 0.75, 0.0, 0.75, 0.65]","[0.0, 0.0, 0.66, 0.8, 0.4]"
Half of all plant and animal species will be at risk of extinction by the end of the 21st century due to climate change.,Half of all plant and animal species will not be at risk of extinction by the end of the 21st century due to climate change.,"Half of all plant and animal species will be at risk of extinction by the end of the 21st century due to climate change, with at least 30% facing immediate threats within the next two decades.",Many plant and animal species will be at risk of extinction due to climate change.,0.51,0.63,0.45999999999999996,0.38,"[0.7, 0.8, 0.75, 0.3, 0.0]","[0.8, 0.0, 1.0, 0.5, 0.85]","[0.85, 0.85, 0.0, 0.6, 0.0]","[0.0, 0.7, 0.45, 0.0, 0.75]"
Humans will find evidence of microbial life on Mars within the next rock samples analyzed.,Humans will not find evidence of microbial life on Mars within the next rock samples analyzed.,Humans will find evidence of microbial life on Mars within the next three rock samples analyzed.,Humans will find evidence of microbial life on Mars in future rock samples analyzed.,0.466,0.538,0.484,0.492,"[0.42, 0.0, 0.7, 0.86, 0.35]","[0.0, 0.66, 0.6, 0.77, 0.66]","[0.7, 0.75, 0.77, 0.0, 0.2]","[0.0, 1.0, 0.0, 0.68, 0.78]"
Half of the Earth's remaining undiscovered species are located in rainforests.,Half of the Earth's remaining undiscovered species are not located in rainforests.,Half of the Earth's remaining undiscovered species are located exclusively in tropical rainforests.,Many of the Earth's remaining undiscovered species are located in rainforests.,0.5900000000000001,0.2,0.6,0.48600000000000004,"[0.7, 0.6, 0.5, 0.6, 0.55]","[0.0, 0.0, 0.0, 0.25, 0.75]","[0.0, 1.0, 0.5, 1.0, 0.5]","[0.5, 0.8, 0.0, 0.8, 0.33]"
Coffee consumption reduces the risk of developing Parkinson's disease.,Coffee consumption does not reduce the risk of developing Parkinson's disease.,Regular coffee consumption of at least three cups per day reduces the risk of developing Parkinson's disease.,Coffee consumption reduces the risk of developing certain diseases.,0.33399999999999996,0.616,0.634,0.36,"[0.4, 0.85, 0.42, 0.0, 0.0]","[0.8, 0.6, 0.5, 0.5, 0.68]","[0.25, 0.8, 0.6, 0.82, 0.7]","[0.5, 0.5, 0.0, 0.3, 0.5]"
Most professional athletes retire before the age of 40.,Most professional athletes do not retire before the age of 40.,Most professional athletes in individual sports retire before the age of 35.,Most professional athletes retire.,0.356,0.41000000000000003,0.604,0.47000000000000003,"[0.0, 0.5, 0.48, 0.8, 0.0]","[0.35, 0.0, 0.75, 0.5, 0.45]","[0.5, 0.77, 1.0, 0.75, 0.0]","[0.0, 0.3, 0.45, 0.8, 0.8]"
